"occurrenceID","eventID","measurementType","measurementValue","measurementUnit"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:1","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:10","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:11","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:12","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:13","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:14","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:15","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:16","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:17","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:18","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:19","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:2","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:20","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:21","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:22","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:23","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:24","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:25","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:26","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:27","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:28","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:29","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:3","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:30","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:31","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:32","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:33","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:34","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:35","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:36","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:37","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:38","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:39","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:4","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:40","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:41","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:42","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:43","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:5","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:6","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:7","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:8","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:9","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Transparencia",0.2,"m"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:1","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:10","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:11","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:12","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:13","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:14","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:15","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:16","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:17","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:18","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:19","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:2","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:20","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:21","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:22","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:23","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:24","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:25","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:26","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:27","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:28","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:29","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:3","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:30","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:31","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:32","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:33","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:34","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:35","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:36","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:37","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:38","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:39","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:4","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:40","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:41","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:42","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:43","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:5","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:6","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:7","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:8","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:9","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Temperatura",27.3567,"°C"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:1","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:10","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:11","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:12","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:13","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:14","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:15","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:16","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:17","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:18","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:19","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:2","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:20","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:21","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:22","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:23","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:24","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:25","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:26","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:27","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:28","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:29","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:3","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:30","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:31","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:32","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:33","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:34","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:35","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:36","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:37","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:38","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:39","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:4","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:40","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:41","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:42","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:43","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:5","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:6","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:7","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:8","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:9","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","Salinidad",19.9,"PSU"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:1","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:10","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:11","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:12","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:13","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:14","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:15","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:16","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:17","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:18","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:19","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:2","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:20","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:21","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:22","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:23","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:24","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:25","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:26","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:27","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:28","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:29","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:3","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:30","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:31","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:32","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:33","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:34","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:35","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:36","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:37","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:38","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:39","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:4","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:40","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:41","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:42","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:43","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:5","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:6","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:7","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:8","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:9","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","pH",8.14,"pH"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:1","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","NH4",1.09398323966,"µM"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:10","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","NH4",1.09398323966,"µM"
"DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1:11","DIMAR:CCCP:EXP.PACIFICO:2018:BME34-1","NH4",1.09398323966,"µM"
